sofifa_id, long_name, overall, potencial
173521,Iván Marcano Sierra,78.5,78.5
173546,James Tomkins,75.625,76.5
175092,Maynor Alexis Figueroa Róchez,69.25,69.25
175895,Vadis Odjidja-Ofoe,75.5,76.125
177525,Nabil Dirar,74.25,74.25
178051,Lucas Deaux,74.0,74.625
178091,Stefano Okaka Chuka,75.25,76.125
178255,Ryan Henk Donk,74.25,74.25
178567,Erik Pieters,74.125,74.625
182207,David Adam Stockdale,70.375,70.375
183129,Ciaran Clark,75.5,76.625
183422,Jonathan Howson,72.625,73.125
184089,Mehdi Carcela-González,75.375,76.0
184133,André de Castro Pereira,73.0,73.5
184255,Kolbeinn Sigþórsson,71.75,72.75
184457,Ricky van Wolfswinkel,73.0,73.875
184763,Yohann Georges Thuram-Ulien,67.75,69.0
186347,Maciej Rybus,73.5,74.625
186519,Juan Torres Ruiz,73.0,74.375
186672,Geoff Cameron,73.375,73.375
188271,Floyd Ama Nino Ayité,72.125,72.875
189059,Jake Livermore,73.875,75.25
189157,Yannick Bolasie Yala,75.5,76.25
189172,Fidel Chaves de la Torre,72.875,73.625
189303,Nélson Miguel Castro Oliveira,73.75,76.375
189462,David Junior Hoilett,72.875,74.125
190113,Fehmi Mert Günok,73.25,74.625
190243,Marwin Hitz,77.5,78.0
190507,Xabier Etxeita Gorritxategi,75.125,75.75
190557,Graham Zusi,70.625,70.625
190560,Omar Alejandro González,72.75,73.625
190772,Matt Besler,72.5,72.875
191173,Alejandro Bedoya,73.625,73.875
191488,Lucas Alfonso Orbán Alegre,73.375,74.625
191655,김승규 金承奎,71.25,73.625
192087,Georgiy Schennikov,74.625,76.25
192342,Edwin Andrés Cardona Bedoya,74.375,76.875
192350,Javier Ignacio Aquino Carmona,75.0,76.125
192476,Andreu Fontàs Prat,74.0,75.625
192557,Marvin Plattenhardt,75.875,78.0
192732,Edgar Prib,72.25,73.25
192938,Yeni Atito N'Gbakoto,70.875,73.375
194017,Andreas Weimann,70.5,72.0
194089,Christoph Moritz,71.875,72.75
195363,Jeffrey Bruma,75.75,78.75
196948,Óscar Boniek García Ramírez,69.0,69.0
197756,Jordan Pierre Ayew,75.75,77.875
198331,Matěj Vydra,73.0,75.625
198489,James Joseph McClean,72.25,73.0
198719,Nathan Redmond,75.625,80.5
199005,Mathew David Ryan,77.75,81.25
199110,Luis Fernando Muriel Fruto,78.0,80.75
199169,Kamohelo Mokotjo,71.625,73.5
199569,Erick Estéfano Torres Padilla,70.375,73.375
199633,Matthew Lowton,75.25,75.875
199652,Dennis Praet,76.25,81.0
199776,Luca Caldirola,72.875,75.125
199845,Francesco Acerbi,80.25,81.125
200054,Pedro Mba Obiang Avomo,75.625,79.5
200108,Nicolai Møller Boilesen,71.875,74.375
200155,Hans Vanaken,76.75,79.875
200316,Timo Horn,79.375,84.375
201215,Ladislav Krejčí,74.375,77.0
201509,Juan Carlos Pérez López,72.375,74.0
201995,Felipe Anderson Pereira Gomes,79.625,83.375
202316,Timothy Chandler,74.375,75.625
202335,Eric Dier,77.875,83.25
202849,Jannick Vestergaard,77.625,80.5
203574,John Stones,79.375,85.75
203843,Damián Nicolás Suárez Suárez,76.5,77.25
203864,Bruno Zuculini,72.875,78.5
204050,Santiago Vergini,71.5,72.5
204163,Tetchi Jores Charlemagne Ulrich Okore,73.0,77.375
204366,Jürgen Locadia,74.75,79.25
204690,Philipp Hosiner,69.75,70.625
204737,Salvador José Milhazes Agra,71.625,73.875
205083,Fayçal Fajr,75.75,76.375
205193,Karim Rekik,75.0,80.5
205407,Daniele Baselli,77.5,81.5
205409,Carlos Sebastián Sosa Silva,74.125,74.125
205923,Benjamin Thomas Davies,78.0,81.25
206225,Denis Cheryshev,77.125,79.25
207441,Luciano Darío Vietto,76.625,81.875
207472,酒井 髙徳,72.625,74.25
207707,Fernando Marçal de Oliveira,75.75,76.625
207920,Erik Durm,74.75,77.875
207993,Sead Kolašinac,76.875,80.125
208418,Yannick Ferreira Carrasco,81.25,85.0
209658,Leon Christoph Goretzka,80.75,86.875
210008,Adrien Rabiot,79.5,84.375
210324,Jonas Hofmann,76.875,79.125
212183,José Ignacio Martínez García,73.75,74.125
212225,Enzo Pablo Roco Roco,73.625,77.375
212814,João Mário Naval da Costa Eduardo,79.875,84.0
215292,Martín Cauteruccio Rodríguez,71.75,71.875
215330,Carlos Joaquín Correa,76.25,81.875
216393,Youri Tielemans,78.75,88.125
219181,Pedro Miguel Amorim Pereira Silva,71.875,72.5
139860,Jérémy Morel,74.625,74.625
146963,Javier Horacio Pinola,75.25,75.25
148212,Artem Rebrov,72.25,72.25
152916,Rubens Omar Óscar Sambueza,75.75,75.75
153060,Juan Manuel Insaurralde,72.5,72.5
159080,Craig James Bryson,70.125,70.125
163186,Guillaume Olivier Gillet,73.375,73.375
163264,Tom Heaton,77.125,77.125
163828,Glenville Adam James Le Fondre,70.25,70.375
164459,Sebastian Bengt Ulf Larsson,73.0,73.0
164464,Bradley Wright-Phillips,74.0,74.0
164559,Chris Elliott Wondolowski,70.5,70.5
164853,Adam Federici,71.75,71.75
164878,Lior Refaelov,74.625,74.625
167524,Jorge Emmanuel Torres Nilo,72.0,72.375
168621,José Carlos Gonçalves Rodrigues,74.875,75.625
169214,Scott Sinclair,74.125,75.0
169317,Tarik Elyounoussi,72.375,73.0
169586,Fraizer Campbell,69.75,69.875
170084,Wayne Robert Hennessey,74.125,74.5
170923,Andrey Eshchenko,73.5,73.5
171378,Paul Nicolás Aguilar Rojas,73.875,73.875
176930,Marcelo Alfonso Díaz Rojas,77.0,77.375
178031,Paul Baysse,74.625,75.5
178415,Ruud Willem Vormer,76.625,77.0
178584,Alex Pearce,70.125,70.625
178616,Adrián González Morales,72.75,73.5
181205,Adam Hloušek,70.25,71.0
182941,Pablo César Aguilar Benítez,75.125,75.25
183220,Jan Morávek,71.25,72.5
183346,Fabian Frei,74.25,75.25
184703,Luis Arturo Montes Jiménez,73.0,73.0
184749,Dan Gosling,72.625,74.0
185405,Dušan Kuciak,71.0,71.0
185427,Ørjan Håskjold Nyland,72.375,74.75
186345,Kieran Trippier,79.0,81.375
186556,Bruno Ferreira Bonfim,73.0,73.875
186598,Kyle Naughton,73.0,73.875
186941,Raphael Wolf,69.5,70.125
187042,Anders Ågnes Konradsen,70.375,72.125
188768,Sereso Geoffroy Gonzaroua Dié,73.25,73.25
189234,Marcel Risse,73.75,74.875
189280,Ashley Westwood,75.375,76.875
189296,Etrit Berisha,75.375,76.75
189586,Daniel Hernández Santos,70.75,70.75
189680,Fábio Pereira da Silva,72.5,73.875
189885,Craig Noone,69.375,69.75
190059,Steven Zuber,74.375,76.5
190143,José Ángel Valdés Díaz,75.875,77.125
190471,Bernard Parker,70.75,70.75
190577,Sebastián Marcelo Blanco,75.0,75.625
190607,Carlos Darwin Quintero Villalba,73.125,73.375
190653,Isaác Brizuela Muñoz,73.625,74.25
190671,Mike Frantz,71.25,71.375
190761,Tolgay Ali Arslan,75.25,77.25
190868,Kévin Théophile-Catherine,74.125,75.25
191089,Connor Wickham,71.0,74.875
192012,Diego Antonio Reyes Rosales,74.25,79.25
192371,Fabián Andrés Rinaudo,73.75,74.25
192528,Steven de Sousa Vitória,67.125,67.5
192641,Kevin Vogt,77.0,78.875
192789,Mario Gaspar Pérez Martínez,78.75,81.0
192955,Mateusz Andrzej Klich,72.25,73.75
193091,Bram Nuytinck,72.875,74.125
193105,Alphonse Aréola,79.375,85.625
193171,Jaume Vicent Costa Jordá,77.625,78.5
193211,Aleksandar Ignjovski,70.125,71.375
193945,Necip Uysal,71.25,73.25
194022,André Gomes Magalhães de Almeida,77.25,78.625
194077,Veysel Sarı,69.375,70.0
195088,Miloš Ninković,73.5,73.5
196069,José Pedro Fuenzalida Gana,74.0,74.0
197231,Khouma El Hadji Babacar,74.125,78.25
197391,Lars-Christopher Horst Jan Vilsvik,69.625,70.375
198023,Joaquín Navarro Jiménez,74.375,76.0
198031,Sérgio Miguel Relvas de Oliveira,76.5,79.875
198129,Celso Fabián Ortiz Gamarra,75.5,76.375
198352,Stefan Bell,74.875,77.25
198394,Alexander Kačaniklić,70.75,72.5
198706,Luis Alberto Romero Alconchel,79.25,84.0
198717,Wilfried Zaha,79.875,82.875
198836,Vincent Pajot,72.5,74.25
199576,Oriol Romeu Vidal,75.625,78.75
199692,Hiram Ricardo Mier Alanis,70.5,71.625
199833,Lars Unnerstall,73.75,75.625
200197,Nicolás Blandi,72.75,74.125
200260,Steven Berghuis,77.375,79.375
200521,Thomas Ince,72.0,74.125
200713,Soner Aydoğdu,70.75,72.125
200724,José Ignacio Fernández Iglesias,79.0,80.375
200888,Danilo Luís Hélio Pereira,80.625,83.625
201024,Kalidou Koulibaly,83.25,86.0
201046,Riccardo Saponara,76.25,79.125
201305,Gabriel Armando de Abreu,79.5,82.0
201519,Jordan Veretout,77.25,82.125
201922,Martin Hinteregger,77.0,81.25
202061,Jasmin Kurtić,74.625,75.375
202201,Jeffrey Gouweleeuw,76.125,77.625
202371,Thomas Meunier,78.375,80.75
203042,Jack Butland,77.25,83.5
203890,Šime Vrsaljko,78.25,81.625
204102,Yassin Ayoub,73.0,77.5
204247,Kerim Frei Koyunlu,73.0,77.0
204259,Santiago Arias Naranjo,77.375,80.25
205401,Valeri Qazaishvili,73.375,75.875
205633,Lucas Nahuel Castro,75.5,76.5
205756,Stefano Denswil,74.0,78.375
205878,Stefanos Kapino,73.625,79.25
205995,Jetro Willems,75.875,80.25
206306,Jordan Ferri,74.75,77.0
207725,Mike van der Hoorn,72.875,76.125
207948,Bertrand Isidore Traoré,76.125,82.625
208520,酒井 宏樹,75.125,76.375
209281,Yehya Sulaiman Ali Al-Shehri,69.75,71.5
209499,Fábio Henrique Tavares,81.875,87.0
209547,Stefan Mitrović,73.75,75.25
209769,Bilal Başaçıkoğlu,70.75,75.25
210455,Jonathan Castro Otto,77.625,82.125
210679,Paulo André Rodrigues de Oliveira,76.625,80.125
210897,Chancel Mbemba Mangulu,75.5,81.125
212253,Alexander Scholz,73.5,77.5
212462,Alex Nicolao Telles,79.875,83.875
213516,Ricardo Jorge da Luz Horta,76.5,81.875
214584,Franco Armani,76.875,77.25
214601,John Stefan Medina Ramírez,72.25,74.625
215107,Héctor Daniel Villalba,73.875,78.875
215144,Emanuel Mariano Insúa Zapata,72.125,74.375
215266,Lucas Santiago Melano,69.875,74.375
215914,N'Golo Kanté,84.0,86.375
216158,Silvan Dominic Widmer,75.125,78.375
216194,Daniel García Carrillo,78.0,79.0
216433,Anwar El Ghazi,74.625,80.5
217647,田中 順也,69.25,69.625
223188,Şener Özbayraklı,73.875,75.125
11381,Matt Gilks,67.5,67.5
106795,Gianluca Pegolo,71.0,71.0
125871,Hasan Ali Kaldırım,73.875,75.125
142258,Sammy Andre Bossut,71.5,71.5
143809,Muhammet Demir,72.625,75.0
156432,Guillaume Hoarau,74.375,74.375
162328,Remko Pasveer,72.0,72.0
163156,Richard Keogh,71.125,71.125
163261,Phil Bardsley,71.875,71.875
165735,Bradley Scott Jones,72.625,72.625
166844,Kyle Joseph George Lafferty,69.75,70.125
167753,Adem Büyük,72.375,72.375
169697,Darren Randolph,73.25,73.75
171831,Michael Ian Mancienne,70.0,70.375
171972,James McArthur,75.125,75.625
172553,Jonas Bybjerg Lössl,74.125,75.75
173857,Mariano Gonzalo Andújar,74.125,74.125
176009,Sven Kums,74.875,75.0
176062,Sacha Klještan,71.625,71.625
177129,Adam Bodzek,69.875,69.875
177475,Tobias Sippel,73.125,73.75
177633,Ángel Luís Rodríguez Díaz,75.25,75.625
178086,Antonio Adán Garrido,79.0,79.375
178297,Roberto Canella Suárez,69.5,70.25
178625,Pedro Mosquera Parada,75.25,75.625
180334,Marcelo Antônio Guedes Filho,76.75,77.25
181271,Bořek Dočkal,74.625,76.0
182179,Sebastian De Maio,75.25,75.875
182435,Mitchell James Langerak,72.375,73.875
183125,Troy Deeney,75.625,76.125
183130,Marc Albrighton,74.875,76.0
183332,Fin Bartels,74.75,75.125
183339,Jo Inge Berget,69.875,71.75
183442,James Henry,70.125,70.875
183490,Johannes van den Bergh,69.5,69.625
183567,Erwin Mulder,71.75,72.875
183581,Jesús Antonio Molina Granados,72.625,73.0
186116,Henri Lansbury,71.0,73.375
186130,James Chester,73.0,73.75
186190,Patrick John Miguel van Aanholt,74.875,77.0
186307,Marco Jhonfai Fabián De La Mora,74.5,75.375
186352,Thomas Jefferson Smith,69.0,70.375
186537,Cristhian Ricardo Stuani Curbelo,76.0,76.625
186589,Ivan Radovanović,74.625,75.5
186595,Elliott Bennett,69.0,69.875
186674,Róger Espinoza Ramírez,70.625,70.75
186783,Albert Danquah Adomah,72.375,72.625
186801,Cheikhou Kouyaté,75.875,77.625
186998,William Paul Yarbrough Story,68.625,69.125
188135,Juan Francisco Moreno Fuertes,74.5,75.5
188166,Matt Phillips,74.375,76.125
188397,Sylvio Ronny Rodelin,72.0,73.0
188930,Laureano Sanabria Ruiz,71.875,71.875
189127,Serdar Aziz,74.75,77.75
189403,Nathan Baker,71.375,73.5
189447,Artur Adam Sobiech,70.625,72.125
189485,Diego Farías da Silva,72.625,74.375
190034,Thimothée Kolodziejczak,75.0,78.625
191053,Tomás Eduardo Rincón Hernández,75.125,75.625
191565,大迫 勇也,73.875,75.375
191648,吉田 麻也,73.5,74.0
192129,Bo Kristoffer Nordfeldt,72.625,74.25
192373,Milton Joel Caraglio,73.0,73.75
192565,Yunus Mallı,75.75,77.75
192647,Gaëtan Charbonnier,71.5,72.5
192678,Enrique García Martínez,75.625,77.125
192984,Koen Casteels,79.25,83.0
193278,Chris Mavinga,71.0,72.625
193312,Sebastian Mielitz,68.375,69.75
193440,Nick Viergever,74.25,75.0
193679,Marcel Correia,70.75,71.375
194329,Javier Ros Añón,69.375,71.375
195859,Daniel William John Ings,76.625,80.125
197655,Sebastián Coates Nión,78.875,80.875
197688,Gabriel Moisés Antunes da Silva,71.875,73.875
197981,Simon Makienok Christoffersen,68.5,70.75
198024,Yann-Erik Randa Bahezre de Lanlay,69.5,72.0
198420,Abdul Majeed Waris,73.0,75.875
198426,Gonzalo Pablo Castellani,70.625,71.0
198581,Oscar Fabián Murillo Murillo,74.5,74.75
198614,Raúl Rodríguez Navas,73.875,74.875
198705,Andy Aryel Najar Rodríguez,72.5,76.125
198861,Nampalys Mendy,74.75,78.125
198868,Nicolas Isimat-Mirin,72.75,75.75
198914,Jan Hochscheidt,70.625,71.0
199060,Georgios Tzavellas,72.375,73.25
199157,Antonio Manuel Luna Rodríguez,72.75,75.0
199247,Alejandro Fernández Iglesias,73.0,76.625
199266,지동원 池东沅,70.875,73.0
199387,Pablo Chavarría,72.25,72.875
199393,Nicolas Pallois,76.375,76.875
199602,John Guidetti,75.125,78.25
199852,Nicolai Mick Jørgensen,75.125,77.25
199861,Waldemar Sobota,69.75,69.875
200110,Marco Bizot,74.375,77.25
200446,Camilo da Silva Sanvezzo,72.625,73.375
200841,Carl Jenkinson,71.125,73.625
201073,Nicolas de Préville,74.5,76.375
201119,Ismaily Gonçalves dos Santos,77.5,78.875
201266,Kasper Kusk Vangsgaard,71.125,73.75
201403,Álvaro Vázquez García,71.25,73.875
201877,Mats Møller Dæhli,71.25,77.125
201884,Robbie Brady,74.125,76.5
201893,José Luis García del Pozo,75.0,77.625
201931,Gabriel Vasconelos Ferreira,74.125,79.0
201943,Andreas Evald Cornelius,72.875,76.375
202078,Darlington Joephillip Nagbe,73.875,75.25
202126,Harry Kane,84.375,88.0
202135,Stefano Sturaro,74.625,78.375
202858,Fabián Andrés Castillo Sánchez,74.5,77.0
203544,Chris Jörg Löwe,71.875,72.75
203775,Loris Karius,77.75,82.125
203903,Lucas Andersen,73.625,79.125
204082,John Anthony Brooks,77.375,82.625
204120,Tomáš Vaclík,77.625,79.0
204826,Abdoulaye Ba,71.125,73.375
205069,Juan Bernat Velasco,78.625,82.0
205670,Dwight Gayle,73.5,75.375
205989,Calum Chambers,73.75,81.25
207439,Leandro Daniel Paredes,76.875,82.5
207444,Jürgen Damm Rascón,73.25,76.125
207555,Filip Viktor Helander,73.25,77.125
207733,Filipe Augusto Carvalho Souza,73.0,77.75
208334,Jonas Hector,77.625,79.125
209997,Kevin Wimmer,74.125,78.0
210602,Salem Mohammed Al-Dawsari,72.75,74.75
211119,Pedro Miguel Martins Santos,74.625,75.0
212190,Niklas Süle,81.0,87.875
212267,Ivan Ricardo Neves Abreu Cavaleiro,74.25,79.125
212474,Tiago Rafael Maia da Silva,72.0,76.125
212478,Gyasi Zardes,72.25,74.25
212523,Anderson Souza Conceição,79.0,83.875
212616,Rodrigo Javier De Paul,76.125,82.125
212772,Óscar Esau Duarte Gaitán,74.25,74.625
214766,Carlos Roberto Izquierdoz,75.875,76.75
214781,Silvio Ezequiel Romero,74.25,75.25
214993,Pablo Andrés Alvarado,70.25,70.25
215177,Francisco Javier Cerro,71.125,71.625
215309,Lucas Gabriel Albertengo,70.625,72.875
215334,Guido Marcelo Carrillo,72.875,74.875
216460,José María Giménez de Vargas,81.5,86.875
216594,Nabil Fékir,81.125,85.125
216814,Salih Uçan,72.625,78.375
220048,Simone Scuffet,72.5,82.0
220132,Joseba Zaldúa Bengoetxea,74.25,77.375
223136,Yusuf Erdoğan,72.375,75.25
52340,Mijat Marić,68.75,68.75
104389,Rune Almenning Jarstein,77.0,77.0
135190,Michael Liendl,71.375,71.375
139064,Leonardo Daniel Ponzio,73.75,73.75
144172,Serkan Kırıntılı,73.375,73.375
148526,Paweł Kieszek,72.25,72.25
149185,Francesco Magnanelli,74.375,74.375
150477,Romain Jules Salin,73.375,73.375
153048,Magnus Wolff Eikrem,72.25,73.5
156683,Samuel Tobias Holmén,69.75,69.75
157528,Moritz Stoppelkamp,70.125,70.375
158777,Philipp Tschauner,71.375,71.375
158800,Willem Marco Janssen,72.375,72.375
162993,James Robert Perch,67.25,67.25
163665,Daniel Congré,73.375,73.375
165321,Stephen Robert Ward,70.875,70.875
167601,Kirill Nababkin,72.125,72.125
168317,Henok Goitom,70.625,70.625
171896,Hugo Ayala Castro,73.75,73.875
172232,Joona Marko Aleksi Toivio,68.25,68.625
176841,Lukas Jutkiewicz,70.0,70.625
177508,Patric Klandt,68.0,68.0
177537,Nicolás Santiago Bertolo,71.75,71.75
177723,Fabricio Martín Agosto Ramírez,75.625,76.5
178418,Federico Peluso,72.0,72.0
180818,David McGoldrick,71.875,72.125
181343,Pierre Thomas Robin Bengtsson,69.875,70.5
181404,Larrys Mabiala Destin,71.625,72.25
182209,Mark Beevers,69.375,69.75
183632,Robert Tesche,70.375,70.75
183774,Ryan Bennett,71.25,72.75
184154,Nill De Pauw,70.625,71.25
184626,Nicolás Gabriel Sánchez,72.875,72.875
184664,Aurélien Collin,69.25,69.25
184747,Chris Martin,69.5,70.25
185068,Johnny Russell,72.125,73.125
185122,Péter Gulácsi,77.875,79.375
186101,Even Hovland,69.5,70.5
186132,Daniel Noel Drinkwater,75.25,76.625
187110,Miguel Ángel Ponce Briseño,69.75,70.375
188103,Rubén Rochina Naixes,75.375,77.375
189053,Francesco Caputo,73.375,73.75
189207,Jakup Jimmy Durmaz,72.625,73.375
189271,Francis Coquelin,78.375,80.375
189383,Mads Winther Albæk,70.0,71.375
189615,Aaron Cresswell,75.125,77.0
190084,Panagiotis Tachtsidis,72.625,74.875
190276,Stoppila Sunzu,71.875,73.125
190549,Markus Henriksen,72.5,75.625
190572,Laurens Henry Cristine De Bock,69.875,72.875
190674,Benjamin André,76.25,78.0
190738,Håvard Kallevik Nielsen,70.875,74.25
190931,Ervin Zukanović,72.875,73.5
190941,Lukáš Hrádecký,79.0,81.0
191076,Johann Berg Guðmunds­son,74.375,76.25
191390,Mayele Fabrice N'Sakala,70.0,71.0
192126,Nabil Bahoui,69.625,71.125
192370,Mauro Abel Fórmica,70.25,70.75
192608,Maxime Barthelmé,71.125,72.0
192679,Sergio Escudero Palomo,76.875,78.0
193092,Marco Rojas,70.375,72.75
193152,Iago Herrerín Buisán,75.75,76.625
193337,Joel Chukwuma Obi,72.375,75.25
193361,Roberto Soriano,76.75,78.75
193942,Jack Colback,71.0,72.75
193983,Andy Delort,76.125,79.625
194753,Luca Marrone,71.625,73.5
194904,Bilal Abdul Hamid,73.875,77.25
195033,Mathew Allan Leckie,72.375,73.625
195093,Willian José da Silva,77.875,81.0
195313,Mathieu Peybernès,71.0,73.375
195668,Joel Robles Blázquez,74.75,77.125
198145,Sergio Ezequiel Araújo,72.5,75.25
198355,Steve Clark,70.75,70.75
198776,Jonathan Peter Williams,70.125,74.875
198908,Isaac Cofie,70.875,73.75
198950,Pablo Sarabia García,78.75,81.125
199575,Jordi Masip López,74.375,75.125
199986,Anaitz Arbilla Zabala,74.25,74.5
200113,Florian Marc Jozefzoon,69.875,71.5
200228,Bruno González Cabrera,74.375,76.625
200478,Jeff Patrick Hendrick,73.375,76.5
200536,Nico Schulz,75.75,79.375
200630,James Forrest,73.5,75.375
200677,Pedro Filipe Teodósio Mendes,74.625,77.625
201042,Djibril Sidibé,77.0,80.0
201303,Rasmus Falk Jensen,73.75,76.0
201955,Massadio Haïdara,70.125,74.625
201956,Salif Sané,77.5,78.875
201966,Alexander Toft Søderlund,70.875,71.125
202053,宮市 亮,68.0,71.875
202088,Felix Klaus,73.25,75.625
202276,Simon Zoller,71.625,74.125
202282,Stuart Armstrong,73.75,76.375
202539,Leigh Griffiths,72.875,74.75
202935,Álvaro González Soberón,76.875,78.5
203872,Gabriel Agustín Hauche,73.375,73.5
203910,Anthony Knockaert,73.75,76.125
204240,Baptiste Reynet,74.375,76.375
204280,Cristian Ignacio Herrera Pérez,69.5,72.25
204352,Dino Arslanagić,70.75,74.875
204820,Gary Sean Mackay-Steven,69.125,70.75
204884,Benjamin Mendy,77.5,82.5
204923,Marcel Sabitzer,77.875,82.125
205553,Luca Ceppitelli,72.0,73.875
205588,Immanuel Höhn,68.625,70.875
205850,Leonardo Pavoletti,75.125,76.125
205855,Marko Livaja,74.0,78.75
205934,Nicola Murru,71.5,78.375
206113,Serge David Gnabry,78.5,85.5
206516,Will Hughes,74.625,81.625
207858,Dom Dwyer,70.125,71.625
207894,Tobias Strobl,74.75,76.0
208135,Abdoulaye Doucouré,77.25,81.875
208268,Bryan Cristante,74.75,82.625
208892,Sam Byram,72.125,76.75
208914,Omar Ibrahim Omar Othman Hawsawi,70.375,70.375
209449,Gerson Fernandes,72.75,74.5
209504,Branimir Hrgota,71.0,75.5
209800,Miguel Ángel Herrera Equihua,69.0,69.875
209846,Christian Günter,74.125,76.375
209889,Raphaël Adelino José Guerreiro,78.75,83.5
210007,André Ramalho Silva,73.0,76.0
210259,Ahmed Hassan Mahgoub,73.5,77.5
210413,Alessio Romagnoli,79.0,86.125
210514,João Pedro Cavaco Cancelo,79.375,85.625
210972,Javier Manquillo Gaitán,74.125,80.0
211110,Paulo Bruno Exequiel Dybala,84.125,89.875
211231,Ramon Olamilekan Azeez,70.5,75.375
212188,Timo Werner,79.25,86.25
212194,Julian Brandt,79.25,87.375
212204,Brandon Mechele,74.125,78.125
214776,Oscar Benítez,69.25,72.75
214965,Claudio Maximiliano Riaño,70.75,71.25
215057,Iván José Marcone,75.75,77.625
215064,Julio César Furch,73.75,74.5
215076,Lorenzo Abel Faravelli,69.875,73.375
215181,Gino Peruzzi Lucchetti,73.375,76.125
215322,Jonathan Cristian Silva,73.5,78.125
216189,Ander Capa Rodríguez,76.75,79.75
216349,Alen Halilović,73.875,82.75
216451,Jean Michaël Seri,76.875,78.75
217648,原口 元気,73.375,75.25
219809,Tiémoué Bakayoko,77.0,81.625
219848,David Costas Cordal,70.625,76.625
220921,Anderson Esiti,72.0,77.625
221634,Luciano Federico Acosta,72.625,77.625
221860,Carlos Armando Gruezo Arboleda,71.625,78.25
221992,Hirving Rodrigo Lozano Bahena,77.625,83.75
223273,Mario Pašalić,74.875,82.5
145996,Fernando Seoane Antelo,70.125,70.125
146952,Iván Cuéllar Sacristán,75.5,75.5
155886,Stephen Henderson,67.75,68.25
157515,Efraín Velarde Calvillo,69.25,69.25
163050,Billy Sharp,70.625,70.625
164858,Tim Sparv,70.5,70.75
167665,Nicolás Mario Domingo,73.125,73.125
169324,Andreas Ulmer,72.875,72.875
172555,Ronnie Schwartz Nielsen,67.625,68.5
172960,Lewis Grabban,70.75,71.125
175932,Ritchie Ria Alfons De Laet,72.125,72.75
176403,이근호 李根镐,68.625,68.625
176717,Per Karlsson,70.875,70.875
177896,Mario Vrančić,71.625,72.625
178160,Thomas Mangani,74.0,74.0
179633,Søren Krukow Rieks,70.0,70.125
179746,Samuel Michael Vokes,71.625,72.875
179789,Damien Da Silva,76.0,76.625
179822,Happy Quinton Jele,68.125,68.75
183491,Mathias Jattah-Njie Jørgensen,73.375,75.375
183513,Jens Grahl,68.625,69.875
183518,Rui Pedro da Rocha Fonte,71.875,73.25
183573,Norman Theuerkauf,69.625,69.875
183578,Sören Gonther,68.875,69.125
183714,Simon Terodde,74.25,74.75
184190,Romain Thomas,75.25,76.0
184417,Sergio Tejera Rodríguez,71.375,73.25
185316,Thomas Pauck Rogne,69.875,72.0
185349,Denis Odoi,70.625,71.125
186385,Adam Clayton,70.375,71.375
186395,Matt Ritchie,74.625,75.75
186682,Ángel Montoro Sánchez,72.625,73.375
186905,Ashley Luke Barnes,74.0,75.125
186935,Claudemir Domingues de Souza,72.875,73.25
187988,Frédéric Sammaritano,70.25,70.25
188335,Ante Budimir,71.5,73.625
188538,Vincent Julien Sasso,70.25,72.625
188836,Jason Steele,66.75,69.375
189682,Ben Mee,76.125,77.0
189908,Łukasz Skorupski,74.375,77.5
190122,Paul Alexander Coutts,67.75,68.25
190247,John Robert Brayford,67.125,67.375
190432,Oier Sanjurjo Maté,73.375,73.375
190497,Danny Hoesen,68.125,70.375
190636,Antonio Ríos Martínez,71.875,72.0
190745,Marco Silvestri,72.0,74.5
190765,Pascal Groß,75.625,77.25
192071,Marco D'Alessandro,69.375,71.625
192123,Christopher Grant Wood,74.875,77.25
192660,Sebastian Polter,70.75,72.75
192665,Andreas Luthe,71.625,71.875
193247,Heinz Lindner,72.0,74.375
193283,Thomas Joseph Delaney,76.75,79.5
193429,Douglas Pereira dos Santos,71.5,73.25
193549,Shaun Hutchinson,70.875,72.875
193561,Kelvin Walther Gianini Leerdam,69.75,71.125
193584,Guido Burgstaller,74.0,74.75
194665,Stefan Ilsanker,72.5,72.875
194761,Borja García Freire,73.25,75.125
194996,Borja González Tomás,74.375,78.625
195202,Tom Cairney,74.75,76.875
195272,Marco Davide Faraoni,71.375,74.5
198140,Rogelio Gabriel Funes Mori,75.5,77.375
198335,Bryan Josué Oviedo Jiménez,69.625,71.125
198348,Mathias Autret,69.875,71.625
199236,홍철 洪喆,71.25,73.25
199339,Manuel Riemann,71.375,72.375
199386,Bryan Linssen,72.125,73.375
199577,Sergi Gómez Solà,75.75,80.75
199641,Matz Sels,75.375,79.125
199781,Romain Métanire,71.875,73.125
199823,José Ángel Gómez Campaña,76.5,80.625
199829,David Timor Copoví,73.375,75.125
200302,Graeme Shinnie,72.25,74.75
200698,Nick Marsman,68.625,70.875
200700,Alexander Merkel,68.375,71.0
200726,Benjamin Lecomte,77.875,81.375
200758,Liam Moore,71.625,76.375
201049,Lorenzo Tonelli,75.625,77.0
201093,Nick Powell,70.125,75.5
201285,Christian Lund Gytkjær,71.375,72.875
201389,Cristiano Biraghi,73.5,77.375
201514,Elias Kachunga,69.875,72.5
201549,Nemanja Nikolics,72.625,73.0
201991,Erik Morán Arribas,70.5,73.5
202035,Nicolas Benezet,72.375,74.75
202151,Konstantinos Stafylidis,72.875,77.0
202182,Riku Riski,66.5,67.375
202491,Tom Carroll,70.625,74.125
